Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,FRI,DRI
7.821000099182129,1.4751491026022139,6.171000123023987,1.3043798400401496,4.66599977016449,4.653999924659729,0.11895111948251724,0.24446730315685272
7.821000099182129,3.763500213623047,9.256500244140625,3.36899995803833,6.99899959564209,6.980999946594238,0.10408536344766617,0.2591627240180969
7.821000099182129,3.445955602780601,6.171000123023987,3.304995071851684,5.52559442496001,4.653999924659729,0.1127585768699646,0.25837504863739014
7.821000099182129,2.5090001225471497,6.171000123023987,2.2459999918937683,5.8806085918556175,4.653999924659729,0.11472686380147934,0.25512421131134033
7.821000099182129,2.6231267668528373,6.891552140347512,2.6637716490806653,4.66599977016449,4.653999924659729,0.11514859646558762,0.2522636950016022
7.821000099182129,2.0391024638734265,6.171000123023987,2.324983773263174,4.66599977016449,4.63017798409204,0.11693456023931503,0.24664480984210968
7.821000099182129,2.358905738272789,7.810995252565104,2.1137836736788036,5.8806085918556175,4.653999924659729,0.1133033037185669,0.256471186876297
7.821000099182129,2.5090001225471497,6.171000123023987,2.885612127285272,4.66599977016449,4.653999924659729,0.1155562624335289,0.25055667757987976
7.821000099182129,2.5090001225471497,6.171000123023987,2.7945937783667487,4.66599977016449,3.4390110408748678,0.11671654134988785,0.24877887964248657
7.821000099182129,1.668822166695269,6.171000123023987,1.923558448020896,4.66599977016449,4.653999924659729,0.11753387004137039,0.24505794048309326
7.821000099182129,2.4988307085993156,7.539244255996037,2.2459999918937683,5.8806085918556175,4.653999924659729,0.11305758357048035,0.2567633390426636
7.821000099182129,1.668822166695269,6.171000123023987,2.2459999918937683,4.66599977016449,4.653999924659729,0.11711842566728592,0.2452940195798874
7.821000099182129,2.5090001225471497,6.171000123023987,2.6637716490806653,4.66599977016449,4.653999924659729,0.11605443805456161,0.2500787675380707
6.795891978919332,2.358905738272789,6.171000123023987,2.6637716490806653,4.66599977016449,4.653999924659729,0.11632699519395828,0.2490602731704712
2.6070001125335693,1.2545000314712524,3.0855000019073486,1.1230000257492065,2.3329999446868896,2.3269999027252197,0.11628492921590805,0.24966822564601898
7.821000099182129,2.358905738272789,6.947897464275826,2.7945937783667487,4.66599977016449,3.4390110408748678,0.11618205159902573,0.2496795505285263
